Sequence_identifier,_NormalizedVDWVC2,_PolarizabilityC2,_PolarizabilityC3,_ChargeC1,_PolarizabilityC1,_SecondaryStrC2,_SecondaryStrC3,_NormalizedVDWVC3,_SecondaryStrC1,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_NormalizedVDWVC1,_HydrophobicityC3,_HydrophobicityC1,_ChargeC3,_PolarityC2,_PolarityC1,_HydrophobicityC2,_PolarityC3,_ChargeC2
7168,0.407,0.451,0.226,0.109,0.323,0.258,0.264,0.226,0.478,0.416,0.357,0.227,0.358,0.305,0.357,0.142,0.222,0.329,0.338,0.126,0.749
7169,0.356,0.438,0.225,0.084,0.338,0.281,0.294,0.225,0.425,0.472,0.266,0.263,0.394,0.325,0.266,0.097,0.206,0.359,0.409,0.097,0.819
7170,0.386,0.445,0.233,0.117,0.322,0.285,0.283,0.233,0.431,0.47,0.317,0.214,0.377,0.315,0.317,0.136,0.196,0.346,0.369,0.136,0.748
7171,0.348,0.433,0.192,0.088,0.375,0.229,0.265,0.192,0.506,0.527,0.238,0.235,0.442,0.317,0.238,0.107,0.162,0.332,0.445,0.131,0.805
7172,0.37,0.444,0.203,0.093,0.353,0.268,0.325,0.203,0.407,0.449,0.277,0.274,0.412,0.316,0.277,0.113,0.178,0.339,0.407,0.13,0.794
7173,0.424,0.477,0.218,0.105,0.305,0.334,0.256,0.218,0.41,0.439,0.343,0.218,0.34,0.32,0.343,0.148,0.206,0.36,0.337,0.128,0.747
7174,0.325,0.401,0.213,0.096,0.386,0.203,0.274,0.213,0.523,0.503,0.284,0.213,0.447,0.31,0.284,0.162,0.157,0.32,0.406,0.137,0.741
7175,0.352,0.4,0.25,0.115,0.35,0.306,0.284,0.25,0.41,0.451,0.316,0.233,0.391,0.306,0.316,0.126,0.194,0.331,0.378,0.126,0.759
7176,0.441,0.491,0.21,0.087,0.299,0.355,0.353,0.21,0.292,0.358,0.348,0.294,0.342,0.283,0.348,0.1,0.258,0.355,0.369,0.088,0.814
7177,0.387,0.446,0.233,0.127,0.321,0.238,0.308,0.233,0.453,0.41,0.349,0.24,0.367,0.317,0.349,0.115,0.199,0.339,0.333,0.142,0.758
7178,0.368,0.434,0.233,0.106,0.333,0.233,0.275,0.233,0.492,0.46,0.307,0.233,0.384,0.304,0.307,0.146,0.204,0.331,0.389,0.132,0.749
7179,0.363,0.428,0.308,0.144,0.264,0.329,0.271,0.308,0.401,0.377,0.353,0.271,0.301,0.308,0.353,0.113,0.199,0.363,0.339,0.175,0.743
7180,0.378,0.477,0.27,0.108,0.252,0.288,0.243,0.27,0.468,0.441,0.297,0.261,0.297,0.342,0.297,0.126,0.207,0.378,0.36,0.162,0.766
7181,0.363,0.4,0.279,0.126,0.321,0.195,0.289,0.279,0.516,0.395,0.368,0.237,0.337,0.279,0.368,0.168,0.189,0.326,0.353,0.163,0.705
7182,0.361,0.43,0.19,0.114,0.38,0.228,0.272,0.19,0.5,0.532,0.259,0.209,0.449,0.285,0.259,0.101,0.19,0.304,0.456,0.127,0.785
7183,0.338,0.376,0.214,0.095,0.41,0.243,0.295,0.214,0.462,0.452,0.286,0.262,0.438,0.305,0.286,0.114,0.167,0.319,0.41,0.105,0.79
7184,0.368,0.411,0.228,0.132,0.361,0.26,0.288,0.228,0.452,0.49,0.317,0.192,0.401,0.308,0.317,0.132,0.163,0.325,0.375,0.151,0.736
7185,0.349,0.414,0.216,0.106,0.369,0.276,0.331,0.216,0.394,0.478,0.271,0.251,0.418,0.31,0.271,0.11,0.155,0.343,0.418,0.133,0.784
7186,0.411,0.466,0.246,0.133,0.288,0.279,0.302,0.246,0.419,0.376,0.384,0.24,0.327,0.304,0.384,0.129,0.222,0.335,0.312,0.154,0.739
7187,0.36,0.406,0.253,0.143,0.341,0.205,0.26,0.253,0.535,0.34,0.421,0.239,0.382,0.205,0.421,0.165,0.255,0.248,0.374,0.156,0.693
7188,0.321,0.367,0.239,0.11,0.394,0.229,0.303,0.239,0.468,0.413,0.358,0.229,0.422,0.294,0.358,0.174,0.183,0.303,0.349,0.119,0.716
7189,0.347,0.422,0.227,0.094,0.35,0.271,0.278,0.227,0.451,0.444,0.296,0.26,0.426,0.303,0.296,0.123,0.206,0.314,0.401,0.13,0.783
7190,0.325,0.429,0.224,0.082,0.347,0.325,0.303,0.224,0.372,0.521,0.246,0.233,0.41,0.344,0.246,0.114,0.177,0.363,0.41,0.114,0.804
7191,0.287,0.343,0.324,0.157,0.333,0.315,0.25,0.324,0.435,0.426,0.324,0.25,0.361,0.296,0.324,0.111,0.13,0.333,0.38,0.204,0.731
7192,0.37,0.443,0.247,0.111,0.311,0.328,0.281,0.247,0.391,0.477,0.281,0.243,0.366,0.353,0.281,0.115,0.174,0.383,0.366,0.132,0.774
7193,0.365,0.462,0.237,0.095,0.302,0.261,0.297,0.237,0.442,0.41,0.305,0.285,0.364,0.319,0.305,0.13,0.215,0.352,0.376,0.131,0.775
7194,0.367,0.465,0.251,0.123,0.284,0.215,0.262,0.251,0.523,0.409,0.329,0.262,0.356,0.304,0.329,0.121,0.239,0.32,0.367,0.157,0.756
7195,0.347,0.419,0.254,0.17,0.327,0.217,0.304,0.254,0.479,0.364,0.414,0.222,0.389,0.239,0.414,0.182,0.229,0.264,0.347,0.18,0.648
7196,0.406,0.466,0.205,0.101,0.329,0.282,0.309,0.205,0.409,0.45,0.302,0.248,0.379,0.329,0.302,0.101,0.201,0.346,0.369,0.124,0.799
7197,0.453,0.533,0.22,0.087,0.247,0.28,0.28,0.22,0.44,0.387,0.347,0.267,0.3,0.347,0.347,0.127,0.26,0.387,0.307,0.107,0.787
7198,0.317,0.375,0.195,0.092,0.43,0.256,0.29,0.195,0.454,0.509,0.249,0.242,0.478,0.283,0.249,0.089,0.157,0.314,0.468,0.099,0.819
7199,0.339,0.365,0.257,0.124,0.378,0.306,0.257,0.257,0.436,0.476,0.309,0.215,0.397,0.303,0.309,0.137,0.14,0.332,0.388,0.15,0.739
7200,0.376,0.396,0.287,0.129,0.317,0.307,0.257,0.287,0.436,0.416,0.356,0.228,0.337,0.307,0.356,0.119,0.188,0.337,0.337,0.158,0.752
7201,0.463,0.478,0.212,0.11,0.31,0.247,0.239,0.212,0.514,0.4,0.396,0.204,0.322,0.329,0.396,0.157,0.235,0.333,0.275,0.122,0.733
7202,0.4,0.433,0.253,0.133,0.313,0.293,0.24,0.253,0.467,0.393,0.413,0.193,0.333,0.32,0.413,0.207,0.207,0.34,0.267,0.14,0.66
7203,0.376,0.421,0.199,0.085,0.38,0.288,0.24,0.199,0.472,0.461,0.288,0.251,0.417,0.299,0.288,0.125,0.185,0.325,0.413,0.111,0.79
7204,0.521,0.539,0.287,0.195,0.174,0.252,0.217,0.287,0.531,0.353,0.506,0.14,0.184,0.302,0.506,0.204,0.275,0.348,0.191,0.203,0.601
7205,0.278,0.357,0.27,0.133,0.373,0.349,0.27,0.27,0.382,0.39,0.286,0.324,0.427,0.286,0.286,0.091,0.154,0.303,0.427,0.17,0.776
7206,0.316,0.36,0.306,0.121,0.334,0.301,0.262,0.306,0.437,0.455,0.342,0.203,0.375,0.306,0.342,0.141,0.185,0.347,0.352,0.134,0.738
7207,0.431,0.465,0.225,0.154,0.311,0.179,0.234,0.225,0.587,0.334,0.447,0.219,0.335,0.243,0.447,0.189,0.268,0.249,0.31,0.172,0.657
7208,0.346,0.39,0.273,0.143,0.336,0.292,0.266,0.273,0.442,0.407,0.336,0.257,0.374,0.297,0.336,0.129,0.166,0.336,0.367,0.161,0.729
7209,0.354,0.415,0.187,0.098,0.398,0.246,0.275,0.187,0.479,0.504,0.275,0.221,0.445,0.292,0.275,0.125,0.174,0.305,0.432,0.123,0.776
7210,0.406,0.475,0.232,0.09,0.292,0.282,0.318,0.232,0.4,0.475,0.295,0.23,0.348,0.376,0.295,0.127,0.196,0.4,0.329,0.112,0.783
7211,0.255,0.264,0.309,0.155,0.427,0.209,0.318,0.309,0.473,0.427,0.373,0.2,0.436,0.309,0.373,0.2,0.091,0.309,0.318,0.173,0.645
7212,0.412,0.475,0.225,0.075,0.3,0.325,0.3,0.225,0.375,0.45,0.275,0.275,0.338,0.412,0.275,0.15,0.175,0.438,0.313,0.087,0.775
7213,0.382,0.437,0.211,0.095,0.352,0.276,0.281,0.211,0.442,0.412,0.312,0.276,0.402,0.276,0.312,0.126,0.221,0.322,0.412,0.106,0.779
7214,0.323,0.361,0.226,0.12,0.414,0.278,0.226,0.226,0.496,0.526,0.271,0.203,0.436,0.323,0.271,0.128,0.098,0.346,0.406,0.143,0.752
7215,0.343,0.396,0.224,0.101,0.38,0.29,0.277,0.224,0.433,0.499,0.279,0.222,0.413,0.316,0.279,0.114,0.147,0.349,0.406,0.125,0.785
7216,0.382,0.447,0.317,0.195,0.235,0.242,0.259,0.317,0.498,0.321,0.454,0.225,0.29,0.266,0.454,0.16,0.253,0.297,0.28,0.215,0.645
7217,0.336,0.398,0.294,0.139,0.308,0.31,0.269,0.294,0.421,0.405,0.361,0.234,0.356,0.315,0.361,0.146,0.19,0.343,0.324,0.16,0.715
7218,0.327,0.409,0.211,0.088,0.381,0.258,0.321,0.211,0.421,0.497,0.255,0.248,0.456,0.314,0.255,0.126,0.167,0.333,0.431,0.119,0.786
7219,0.447,0.482,0.221,0.128,0.296,0.319,0.261,0.221,0.42,0.487,0.35,0.164,0.327,0.367,0.35,0.168,0.186,0.385,0.283,0.133,0.704
7220,0.317,0.445,0.191,0.095,0.364,0.217,0.426,0.191,0.358,0.347,0.322,0.33,0.488,0.23,0.322,0.106,0.289,0.24,0.448,0.107,0.799
7221,0.374,0.41,0.258,0.085,0.331,0.304,0.301,0.258,0.395,0.368,0.343,0.289,0.368,0.286,0.343,0.167,0.216,0.353,0.371,0.1,0.748
7222,0.413,0.458,0.214,0.089,0.328,0.317,0.317,0.214,0.365,0.458,0.317,0.225,0.362,0.321,0.317,0.114,0.218,0.362,0.362,0.092,0.797
7223,0.427,0.483,0.245,0.124,0.272,0.264,0.253,0.245,0.483,0.389,0.384,0.226,0.305,0.311,0.384,0.154,0.243,0.34,0.304,0.145,0.722
7224,0.378,0.416,0.23,0.052,0.354,0.379,0.258,0.23,0.363,0.584,0.158,0.258,0.39,0.433,0.158,0.055,0.11,0.479,0.409,0.057,0.893
7225,0.365,0.422,0.27,0.117,0.309,0.239,0.243,0.27,0.517,0.457,0.309,0.235,0.361,0.322,0.309,0.126,0.204,0.343,0.37,0.143,0.757
7226,0.327,0.386,0.27,0.11,0.344,0.289,0.283,0.27,0.428,0.436,0.315,0.249,0.397,0.288,0.315,0.125,0.196,0.314,0.397,0.147,0.765
7227,0.489,0.526,0.203,0.045,0.271,0.301,0.301,0.203,0.398,0.451,0.286,0.263,0.301,0.421,0.286,0.128,0.195,0.459,0.293,0.075,0.827
7228,0.433,0.511,0.206,0.121,0.284,0.27,0.284,0.206,0.447,0.411,0.355,0.234,0.348,0.333,0.355,0.149,0.227,0.355,0.312,0.135,0.73
7229,0.369,0.442,0.267,0.119,0.29,0.308,0.246,0.267,0.446,0.442,0.296,0.262,0.346,0.327,0.296,0.119,0.194,0.371,0.377,0.144,0.762
7230,0.371,0.402,0.288,0.189,0.311,0.326,0.242,0.288,0.432,0.394,0.386,0.22,0.326,0.318,0.386,0.121,0.167,0.333,0.295,0.189,0.689
7231,0.389,0.432,0.283,0.112,0.286,0.328,0.31,0.283,0.362,0.371,0.353,0.277,0.325,0.307,0.353,0.122,0.219,0.362,0.34,0.134,0.766
7232,0.377,0.422,0.289,0.116,0.289,0.325,0.304,0.289,0.371,0.371,0.347,0.283,0.331,0.304,0.347,0.122,0.213,0.362,0.35,0.137,0.763
7233,0.369,0.41,0.296,0.116,0.294,0.313,0.316,0.296,0.371,0.377,0.363,0.259,0.333,0.288,0.363,0.126,0.215,0.349,0.349,0.142,0.758
7234,0.225,0.333,0.252,0.063,0.414,0.189,0.306,0.252,0.505,0.423,0.288,0.288,0.45,0.27,0.288,0.18,0.171,0.279,0.441,0.135,0.757
7235,0.323,0.397,0.303,0.118,0.3,0.279,0.33,0.303,0.391,0.37,0.347,0.283,0.374,0.276,0.347,0.108,0.236,0.31,0.377,0.155,0.774
7236,0.355,0.441,0.235,0.096,0.324,0.285,0.309,0.235,0.405,0.456,0.295,0.249,0.393,0.312,0.295,0.12,0.209,0.353,0.393,0.115,0.784
7237,0.419,0.465,0.202,0.113,0.332,0.253,0.256,0.202,0.491,0.488,0.33,0.182,0.368,0.317,0.33,0.118,0.212,0.332,0.353,0.123,0.77
7238,0.395,0.465,0.264,0.101,0.271,0.264,0.295,0.264,0.442,0.395,0.314,0.291,0.333,0.333,0.314,0.136,0.229,0.368,0.353,0.132,0.764
7239,0.321,0.368,0.238,0.103,0.393,0.271,0.306,0.238,0.424,0.476,0.303,0.221,0.431,0.281,0.303,0.148,0.16,0.318,0.416,0.128,0.749
7240,0.34,0.396,0.244,0.123,0.36,0.242,0.26,0.244,0.499,0.441,0.333,0.226,0.409,0.257,0.333,0.134,0.199,0.3,0.409,0.141,0.743
7241,0.385,0.448,0.249,0.109,0.303,0.294,0.267,0.249,0.439,0.434,0.303,0.262,0.357,0.335,0.303,0.136,0.186,0.376,0.362,0.136,0.756
7242,0.385,0.448,0.249,0.109,0.303,0.29,0.271,0.249,0.439,0.43,0.308,0.262,0.357,0.33,0.308,0.136,0.19,0.371,0.362,0.136,0.756
7243,0.37,0.429,0.266,0.107,0.305,0.24,0.278,0.266,0.482,0.441,0.32,0.24,0.355,0.334,0.32,0.142,0.192,0.376,0.346,0.127,0.751
7244,0.371,0.459,0.226,0.123,0.316,0.253,0.316,0.226,0.431,0.349,0.36,0.292,0.394,0.266,0.36,0.141,0.255,0.292,0.374,0.138,0.736
7245,0.39,0.454,0.294,0.112,0.253,0.327,0.245,0.294,0.428,0.372,0.379,0.249,0.297,0.331,0.379,0.171,0.227,0.39,0.29,0.13,0.717
7246,0.372,0.446,0.239,0.106,0.315,0.298,0.3,0.239,0.401,0.422,0.323,0.255,0.371,0.321,0.323,0.136,0.213,0.352,0.356,0.12,0.758
7247,0.321,0.366,0.298,0.115,0.336,0.305,0.244,0.298,0.45,0.443,0.282,0.275,0.382,0.313,0.282,0.13,0.16,0.328,0.405,0.176,0.756
7248,0.383,0.403,0.372,0.173,0.224,0.255,0.23,0.372,0.515,0.352,0.403,0.245,0.245,0.367,0.403,0.153,0.179,0.408,0.23,0.189,0.673
7249,0.323,0.381,0.296,0.101,0.323,0.331,0.292,0.296,0.377,0.416,0.335,0.249,0.362,0.3,0.335,0.148,0.206,0.354,0.366,0.117,0.751
7250,0.379,0.452,0.236,0.101,0.312,0.297,0.3,0.236,0.403,0.457,0.303,0.241,0.375,0.326,0.303,0.109,0.207,0.361,0.371,0.12,0.79
7251,0.319,0.4,0.199,0.086,0.4,0.228,0.302,0.199,0.471,0.52,0.245,0.235,0.471,0.282,0.245,0.123,0.171,0.309,0.473,0.12,0.79
7252,0.384,0.46,0.266,0.127,0.274,0.286,0.287,0.266,0.426,0.397,0.358,0.245,0.328,0.306,0.358,0.122,0.223,0.341,0.336,0.162,0.751
7253,0.379,0.461,0.254,0.115,0.285,0.268,0.3,0.254,0.432,0.404,0.338,0.258,0.347,0.301,0.338,0.123,0.229,0.334,0.361,0.152,0.762
7254,0.364,0.423,0.248,0.127,0.33,0.284,0.286,0.248,0.43,0.398,0.348,0.255,0.382,0.259,0.348,0.123,0.225,0.3,0.393,0.145,0.75
7255,0.403,0.486,0.28,0.111,0.235,0.259,0.333,0.28,0.407,0.387,0.387,0.226,0.284,0.309,0.387,0.119,0.263,0.358,0.305,0.144,0.77
7256,0.329,0.369,0.214,0.099,0.417,0.294,0.321,0.214,0.385,0.472,0.286,0.242,0.448,0.29,0.286,0.119,0.155,0.313,0.425,0.115,0.782
7257,0.339,0.392,0.205,0.072,0.403,0.288,0.29,0.205,0.422,0.475,0.267,0.258,0.452,0.277,0.267,0.085,0.181,0.318,0.456,0.098,0.842
7258,0.31,0.337,0.161,0.075,0.502,0.275,0.286,0.161,0.439,0.588,0.212,0.2,0.522,0.294,0.212,0.078,0.11,0.306,0.494,0.082,0.847
7259,0.388,0.433,0.227,0.085,0.34,0.284,0.286,0.227,0.429,0.459,0.296,0.245,0.372,0.314,0.296,0.117,0.191,0.358,0.39,0.111,0.797
7260,0.399,0.441,0.195,0.103,0.364,0.265,0.296,0.195,0.439,0.5,0.303,0.197,0.397,0.318,0.303,0.121,0.164,0.336,0.379,0.136,0.776
7261,0.364,0.424,0.207,0.091,0.369,0.253,0.303,0.207,0.444,0.465,0.298,0.237,0.424,0.298,0.298,0.141,0.197,0.313,0.404,0.121,0.768
7262,0.333,0.365,0.327,0.128,0.308,0.34,0.308,0.327,0.353,0.391,0.372,0.237,0.333,0.314,0.372,0.154,0.173,0.378,0.314,0.141,0.718
7263,0.296,0.352,0.259,0.105,0.389,0.315,0.346,0.259,0.34,0.512,0.272,0.216,0.426,0.315,0.272,0.086,0.154,0.327,0.414,0.13,0.809
7264,0.3,0.377,0.288,0.094,0.335,0.304,0.323,0.288,0.372,0.37,0.283,0.347,0.405,0.295,0.283,0.105,0.194,0.344,0.422,0.126,0.801
7265,0.42,0.488,0.193,0.084,0.319,0.25,0.289,0.193,0.461,0.428,0.299,0.273,0.378,0.31,0.299,0.103,0.236,0.336,0.391,0.109,0.813
7266,0.312,0.347,0.315,0.166,0.338,0.271,0.299,0.315,0.43,0.411,0.341,0.248,0.36,0.271,0.341,0.102,0.143,0.328,0.389,0.191,0.732
7267,0.358,0.406,0.235,0.129,0.358,0.235,0.229,0.235,0.535,0.484,0.31,0.206,0.4,0.287,0.31,0.119,0.168,0.316,0.403,0.158,0.752
7268,0.316,0.399,0.255,0.114,0.345,0.243,0.28,0.255,0.477,0.479,0.26,0.26,0.414,0.299,0.26,0.1,0.17,0.326,0.44,0.158,0.786
7269,0.368,0.448,0.274,0.132,0.278,0.262,0.248,0.274,0.49,0.446,0.314,0.24,0.344,0.344,0.314,0.112,0.206,0.368,0.342,0.148,0.756
7270,0.409,0.455,0.259,0.118,0.286,0.259,0.214,0.259,0.527,0.477,0.318,0.205,0.323,0.345,0.318,0.141,0.209,0.359,0.336,0.145,0.741
7271,0.311,0.373,0.245,0.104,0.382,0.344,0.354,0.245,0.302,0.5,0.25,0.25,0.434,0.349,0.25,0.104,0.123,0.368,0.401,0.127,0.792
7272,0.348,0.449,0.188,0.094,0.362,0.24,0.314,0.188,0.446,0.376,0.303,0.321,0.446,0.244,0.303,0.129,0.24,0.272,0.453,0.125,0.777
7273,0.383,0.454,0.247,0.106,0.299,0.274,0.291,0.247,0.435,0.452,0.311,0.237,0.358,0.333,0.311,0.123,0.198,0.373,0.356,0.131,0.77
7274,0.339,0.417,0.33,0.138,0.252,0.271,0.257,0.33,0.472,0.413,0.33,0.257,0.312,0.344,0.33,0.151,0.174,0.408,0.326,0.165,0.711
7275,0.318,0.389,0.303,0.152,0.308,0.237,0.293,0.303,0.47,0.369,0.348,0.283,0.379,0.247,0.348,0.172,0.217,0.293,0.404,0.182,0.677
7276,0.436,0.471,0.247,0.128,0.282,0.264,0.292,0.247,0.443,0.421,0.373,0.207,0.305,0.335,0.373,0.151,0.202,0.37,0.292,0.146,0.72
7277,0.373,0.424,0.212,0.051,0.364,0.229,0.237,0.212,0.534,0.432,0.229,0.339,0.407,0.305,0.229,0.093,0.178,0.322,0.466,0.136,0.856
7278,0.314,0.384,0.266,0.113,0.35,0.296,0.273,0.266,0.432,0.465,0.294,0.241,0.398,0.298,0.294,0.126,0.172,0.333,0.409,0.145,0.761
7279,0.328,0.397,0.253,0.106,0.351,0.299,0.273,0.253,0.428,0.468,0.29,0.242,0.401,0.296,0.29,0.127,0.18,0.332,0.413,0.138,0.766
7280,0.338,0.38,0.261,0.12,0.359,0.359,0.275,0.261,0.366,0.415,0.331,0.254,0.387,0.331,0.331,0.162,0.162,0.352,0.338,0.127,0.718
7281,0.34,0.403,0.224,0.088,0.373,0.272,0.338,0.224,0.39,0.451,0.28,0.27,0.431,0.295,0.28,0.121,0.181,0.33,0.426,0.116,0.791
7282,0.418,0.511,0.214,0.11,0.275,0.258,0.198,0.214,0.544,0.462,0.269,0.269,0.368,0.319,0.269,0.143,0.242,0.346,0.412,0.137,0.747
7283,0.347,0.419,0.255,0.117,0.326,0.296,0.283,0.255,0.421,0.456,0.312,0.232,0.384,0.3,0.312,0.133,0.187,0.341,0.388,0.146,0.75
7284,0.352,0.423,0.249,0.088,0.329,0.285,0.247,0.249,0.468,0.474,0.293,0.233,0.379,0.331,0.293,0.111,0.189,0.369,0.377,0.113,0.801
7285,0.346,0.416,0.272,0.101,0.312,0.275,0.254,0.272,0.471,0.446,0.291,0.263,0.361,0.315,0.291,0.104,0.202,0.355,0.394,0.131,0.795
7286,0.404,0.444,0.242,0.101,0.313,0.242,0.283,0.242,0.475,0.364,0.354,0.283,0.354,0.313,0.354,0.212,0.212,0.364,0.333,0.111,0.687
7287,0.389,0.446,0.271,0.121,0.282,0.289,0.3,0.271,0.411,0.439,0.332,0.229,0.318,0.336,0.332,0.111,0.2,0.382,0.332,0.136,0.768
7288,0.383,0.442,0.264,0.106,0.294,0.275,0.258,0.264,0.467,0.414,0.325,0.261,0.342,0.331,0.325,0.139,0.192,0.372,0.344,0.142,0.756
7289,0.386,0.444,0.261,0.106,0.294,0.278,0.258,0.261,0.464,0.414,0.325,0.261,0.342,0.333,0.325,0.139,0.192,0.375,0.342,0.139,0.756
7290,0.441,0.495,0.225,0.099,0.279,0.252,0.225,0.225,0.523,0.396,0.36,0.243,0.315,0.27,0.36,0.108,0.27,0.333,0.369,0.117,0.793
7291,0.359,0.399,0.25,0.101,0.351,0.296,0.302,0.25,0.402,0.42,0.333,0.247,0.388,0.264,0.333,0.144,0.195,0.313,0.402,0.141,0.756
7292,0.404,0.442,0.202,0.12,0.356,0.292,0.255,0.202,0.453,0.464,0.341,0.195,0.39,0.3,0.341,0.124,0.191,0.322,0.36,0.131,0.757
7293,0.382,0.442,0.228,0.079,0.33,0.315,0.288,0.228,0.397,0.494,0.258,0.247,0.378,0.356,0.258,0.109,0.169,0.393,0.386,0.109,0.813
7294,0.345,0.411,0.198,0.056,0.391,0.371,0.335,0.198,0.294,0.416,0.254,0.33,0.447,0.305,0.254,0.081,0.193,0.345,0.442,0.071,0.863
7295,0.32,0.398,0.278,0.12,0.324,0.295,0.315,0.278,0.39,0.415,0.328,0.257,0.39,0.274,0.328,0.116,0.203,0.328,0.398,0.145,0.763
7296,0.493,0.516,0.23,0.16,0.254,0.197,0.305,0.23,0.498,0.352,0.479,0.169,0.277,0.3,0.479,0.216,0.254,0.324,0.221,0.169,0.624
7297,0.386,0.455,0.269,0.116,0.276,0.291,0.268,0.269,0.441,0.414,0.319,0.267,0.325,0.338,0.319,0.114,0.207,0.373,0.342,0.144,0.77
7298,0.309,0.345,0.226,0.065,0.428,0.294,0.354,0.226,0.352,0.453,0.274,0.274,0.464,0.256,0.274,0.085,0.188,0.307,0.471,0.076,0.85
7299,0.386,0.409,0.201,0.047,0.39,0.35,0.24,0.201,0.409,0.602,0.173,0.224,0.413,0.425,0.173,0.091,0.098,0.465,0.402,0.047,0.862
7300,0.361,0.414,0.228,0.088,0.358,0.269,0.287,0.228,0.445,0.476,0.291,0.232,0.401,0.293,0.291,0.114,0.2,0.325,0.416,0.117,0.798
7301,0.404,0.445,0.197,0.122,0.358,0.268,0.281,0.197,0.451,0.462,0.324,0.215,0.385,0.327,0.324,0.131,0.163,0.342,0.349,0.138,0.748
7302,0.424,0.483,0.232,0.119,0.285,0.305,0.235,0.232,0.46,0.477,0.291,0.232,0.344,0.334,0.291,0.116,0.202,0.371,0.374,0.142,0.765
7303,0.458,0.514,0.233,0.107,0.253,0.34,0.253,0.233,0.407,0.395,0.356,0.249,0.289,0.36,0.356,0.13,0.221,0.407,0.285,0.119,0.763
7304,0.294,0.382,0.261,0.129,0.357,0.256,0.339,0.261,0.405,0.362,0.307,0.331,0.42,0.258,0.307,0.101,0.187,0.309,0.435,0.147,0.77
7305,0.377,0.445,0.211,0.113,0.344,0.226,0.235,0.211,0.54,0.501,0.307,0.192,0.396,0.309,0.307,0.12,0.198,0.329,0.384,0.129,0.767
7306,0.314,0.371,0.298,0.124,0.331,0.274,0.278,0.298,0.448,0.448,0.333,0.219,0.371,0.306,0.333,0.138,0.172,0.347,0.361,0.15,0.738
7307,0.412,0.471,0.243,0.125,0.287,0.279,0.301,0.243,0.419,0.456,0.346,0.199,0.338,0.301,0.346,0.103,0.243,0.338,0.353,0.132,0.772
7308,0.342,0.416,0.32,0.123,0.265,0.288,0.283,0.32,0.429,0.388,0.342,0.269,0.32,0.324,0.342,0.128,0.201,0.397,0.333,0.137,0.749
7309,0.403,0.455,0.228,0.11,0.317,0.263,0.291,0.228,0.447,0.433,0.321,0.246,0.359,0.319,0.321,0.124,0.198,0.353,0.361,0.132,0.766
7310,0.338,0.392,0.219,0.095,0.389,0.25,0.258,0.219,0.492,0.466,0.271,0.263,0.438,0.302,0.271,0.119,0.168,0.32,0.428,0.124,0.786
7311,0.353,0.429,0.213,0.098,0.358,0.256,0.261,0.213,0.484,0.489,0.296,0.216,0.426,0.316,0.296,0.133,0.193,0.326,0.388,0.123,0.769
7312,0.344,0.392,0.255,0.108,0.354,0.236,0.25,0.255,0.514,0.453,0.307,0.241,0.401,0.307,0.307,0.127,0.184,0.34,0.387,0.123,0.764
7313,0.415,0.466,0.217,0.08,0.318,0.323,0.267,0.217,0.409,0.466,0.323,0.211,0.359,0.326,0.323,0.134,0.228,0.353,0.35,0.101,0.786
7314,0.347,0.48,0.216,0.078,0.304,0.26,0.341,0.216,0.399,0.406,0.271,0.323,0.411,0.301,0.271,0.08,0.256,0.338,0.427,0.102,0.841
7315,0.401,0.438,0.203,0.127,0.359,0.252,0.238,0.203,0.51,0.47,0.35,0.18,0.383,0.317,0.35,0.168,0.179,0.324,0.333,0.138,0.705
7316,0.411,0.483,0.211,0.124,0.306,0.316,0.268,0.211,0.416,0.45,0.354,0.196,0.344,0.321,0.354,0.129,0.211,0.354,0.325,0.129,0.746
7317,0.338,0.395,0.271,0.095,0.333,0.257,0.3,0.271,0.443,0.443,0.31,0.248,0.39,0.267,0.31,0.095,0.214,0.314,0.424,0.138,0.81
7318,0.369,0.408,0.24,0.09,0.352,0.266,0.305,0.24,0.429,0.433,0.322,0.245,0.386,0.296,0.322,0.137,0.219,0.322,0.382,0.107,0.773
7319,0.446,0.487,0.233,0.111,0.281,0.292,0.293,0.233,0.415,0.386,0.376,0.238,0.309,0.344,0.376,0.137,0.227,0.367,0.281,0.125,0.752
7320,0.321,0.426,0.235,0.099,0.34,0.216,0.302,0.235,0.481,0.395,0.321,0.284,0.444,0.247,0.321,0.148,0.259,0.284,0.432,0.117,0.753
7321,0.345,0.397,0.299,0.165,0.304,0.309,0.268,0.299,0.423,0.33,0.387,0.284,0.325,0.289,0.387,0.155,0.175,0.34,0.325,0.18,0.68
7322,0.344,0.408,0.26,0.092,0.333,0.279,0.273,0.26,0.448,0.435,0.302,0.263,0.379,0.325,0.302,0.119,0.192,0.356,0.373,0.119,0.788
7323,0.32,0.393,0.247,0.079,0.36,0.287,0.306,0.247,0.407,0.5,0.261,0.239,0.424,0.309,0.261,0.126,0.177,0.351,0.43,0.112,0.795
7324,0.373,0.42,0.253,0.104,0.327,0.302,0.267,0.253,0.431,0.427,0.31,0.263,0.363,0.318,0.31,0.127,0.186,0.347,0.371,0.141,0.769
7325,0.471,0.535,0.194,0.052,0.271,0.239,0.245,0.194,0.516,0.406,0.342,0.252,0.323,0.329,0.342,0.206,0.284,0.355,0.329,0.09,0.742
