CLASS,Molecular Weight,Aromaticity,Isoelectric Point,Gravy,Helix,Turn,Sheet,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
nonDRNA,120584.2592,0.08839779,5.4812910079999995,-0.499171271,0.287292818,0.229281768,0.250460405,8.2,0.09,7.73,6.35,3.22,8.01,1.47,4.24,8.2,8.47,2.03,4.24,3.87,4.33,3.96,6.81,5.99,7.18,2.3,3.31
nonDRNA,42050.5087,0.072727273,5.999776268,-0.141818182,0.293506494,0.202597403,0.34805194799999994,13.77,0.26,3.38,9.61,3.64,6.75,1.56,2.6,3.64,9.61,1.82,2.34,6.49,2.08,8.31,4.68,5.97,9.87,0.78,2.86
nonDRNA,16858.1509,0.05625,4.828893089,0.03625,0.25625,0.25625,0.29375,12.5,1.88,5.0,6.25,2.5,11.25,1.25,5.62,1.25,5.62,5.0,2.5,8.75,2.5,6.25,3.12,6.88,8.75,0.62,2.5
nonDRNA,31433.3552,0.113475177,4.710667992,0.028368794,0.35106383,0.20212766,0.280141844,10.64,1.42,7.8,4.26,4.26,5.32,1.77,4.26,2.48,10.64,2.48,3.19,4.96,4.26,4.96,6.74,4.61,8.87,1.42,5.67
nonDRNA,28665.083,0.055350554,5.263256645,-0.450553506,0.22509225100000002,0.3099631,0.26937269399999997,8.12,2.58,6.27,7.38,2.58,14.76,1.48,3.69,7.01,7.75,3.69,4.06,5.9,3.32,4.06,6.27,2.58,5.54,0.74,2.21
nonDRNA,79146.7921,0.078590786,9.874316216,0.10704607,0.318428184,0.275067751,0.306233062,11.38,0.95,2.85,4.88,4.2,10.3,0.81,4.88,3.66,12.33,2.03,3.12,5.96,2.57,7.59,8.13,3.93,6.78,1.49,2.17
nonDRNA,80312.5517,0.042253520999999995,8.208582115,-1.20084507,0.18450704199999998,0.23239436600000002,0.28028169,7.18,0.56,7.04,12.11,2.39,5.07,1.13,3.24,12.54,6.62,2.11,4.08,3.52,4.79,7.04,10.56,3.8,4.37,0.56,1.27
nonDRNA,68737.8269,0.066235864,6.773354912,-0.217124394,0.311793215,0.23747980600000002,0.256865913,5.49,1.94,4.52,6.95,3.07,7.11,2.58,6.3,5.98,11.47,1.78,3.55,3.55,4.85,5.17,9.53,5.82,6.79,0.97,2.58
nonDRNA,169868.3149,0.069326357,6.7984209060000005,-0.323413996,0.275997384,0.261608895,0.221059516,4.71,6.93,5.69,5.23,3.6,7.06,2.29,5.23,5.56,11.12,1.05,6.93,5.23,4.32,5.1,6.93,5.36,4.32,0.65,2.68
nonDRNA,46848.372,0.108641975,8.726456642,-0.354567901,0.35308642,0.207407407,0.209876543,3.7,1.23,6.67,8.64,6.42,7.16,1.48,6.67,8.15,6.91,1.73,4.44,4.2,1.23,8.4,4.94,2.72,10.86,1.48,2.96
nonDRNA,38596.4819,0.09482758599999999,5.48060894,-0.323850575,0.281609195,0.22701149399999998,0.24137931,8.33,2.3,5.17,7.76,3.16,9.77,2.3,7.76,6.61,4.31,3.74,4.6,4.31,3.16,3.74,4.02,6.03,6.61,1.72,4.6
nonDRNA,18116.7992,0.036809816,5.344820595,0.000613497,0.34355828200000005,0.202453988,0.325153374,5.52,0.61,4.91,9.82,1.84,7.36,0.61,7.98,4.91,14.11,3.07,4.29,1.84,1.84,7.98,6.75,6.13,8.59,0.0,1.84
nonDRNA,17622.9533,0.109677419,7.8522653579999995,-0.4,0.322580645,0.258064516,0.206451613,3.87,0.65,4.52,7.1,5.16,9.03,3.87,7.74,8.39,6.45,3.23,5.16,4.52,3.23,3.87,7.1,3.23,7.1,1.29,4.52
nonDRNA,57289.9469,0.097107438,9.048218346,-0.920041322,0.26859504100000003,0.200413223,0.19214876,3.31,2.69,7.23,6.82,3.51,4.55,7.44,5.37,7.85,7.23,1.86,2.89,3.1,2.69,9.09,9.5,4.13,4.55,1.45,4.75
nonDRNA,32930.2532,0.102310231,4.934272575,0.229372937,0.34653465299999997,0.214521452,0.273927393,11.55,0.99,2.64,6.93,4.29,7.92,1.98,7.26,1.98,7.26,1.65,1.65,5.94,5.28,3.63,5.94,7.26,9.9,2.64,3.3
nonDRNA,26088.798,0.062240664,5.845117377999999,-0.367634855,0.27385892100000003,0.248962656,0.244813278,9.54,0.0,4.56,4.56,2.49,7.88,2.49,3.73,3.32,9.54,0.83,5.81,5.39,8.3,4.15,5.81,9.96,7.88,1.24,2.49
nonDRNA,34318.2337,0.073954984,6.367297173,-0.278135048,0.292604502,0.276527331,0.22508038600000002,7.07,2.89,3.54,6.43,2.25,8.36,3.22,6.75,2.57,7.4,1.61,9.0,3.54,1.93,6.43,6.75,7.4,7.72,1.61,3.54
nonDRNA,34312.1296,0.043887147,5.4281465529999995,-0.012852665,0.29153605,0.247648903,0.297805643,8.78,0.63,2.51,8.46,2.82,10.03,1.25,8.46,3.45,9.09,3.45,3.76,5.64,5.02,5.64,5.33,6.9,7.21,0.31,1.25
nonDRNA,47626.2008,0.106024096,5.7583810810000005,-0.222891566,0.36626506,0.18554216899999998,0.26746988,5.06,0.48,5.78,10.12,5.54,6.51,2.17,7.71,8.19,9.88,1.69,3.86,3.37,0.96,5.78,4.82,4.58,8.43,0.24,4.82
nonDRNA,46133.9084,0.06937799,7.750701332,-0.000956938,0.342105263,0.22009569399999998,0.27033492800000003,8.37,0.48,5.02,7.66,3.59,8.37,2.15,9.81,5.98,8.85,2.15,4.31,4.55,0.48,6.94,4.78,4.55,8.61,0.24,3.11
nonDRNA,70000.7015,0.114049587,5.000262642,-0.58214876,0.320661157,0.201652893,0.246280992,5.12,0.83,7.27,8.93,5.45,5.62,2.31,6.94,7.27,8.6,1.98,6.28,2.64,5.45,4.13,5.62,4.46,5.12,0.0,5.95
nonDRNA,31063.2945,0.037037037,6.862137412999999,0.004713805,0.29292929300000004,0.249158249,0.373737374,15.15,0.0,4.71,5.39,0.67,11.11,1.01,2.69,3.37,15.82,1.01,2.36,6.73,5.05,6.73,4.71,3.37,7.07,1.68,1.35
nonDRNA,27997.9817,0.046153846,9.553199196,-0.058461538,0.307692308,0.219230769,0.41153846200000005,14.62,0.0,2.69,10.0,2.31,10.0,0.38,1.54,2.69,15.77,0.77,2.31,6.15,1.92,11.54,3.46,2.69,8.85,0.77,1.54
nonDRNA,30232.6143,0.086466165,5.549838829,-0.114285714,0.364661654,0.191729323,0.251879699,3.76,0.75,7.52,9.02,6.39,7.14,1.88,6.39,7.52,10.15,2.26,3.01,4.14,1.13,6.77,4.89,3.76,11.28,0.38,1.88
nonDRNA,33274.9605,0.08620689699999999,6.758349419,-0.226206897,0.33448275899999996,0.16896551699999998,0.25517241399999996,5.52,2.07,4.83,7.24,3.79,4.14,3.1,6.55,6.55,10.34,2.41,4.83,3.45,4.14,5.17,4.48,8.62,7.93,1.03,3.79
nonDRNA,62094.7575,0.133699634,4.664685249,-0.411355311,0.320512821,0.243589744,0.250915751,7.88,1.28,7.14,6.23,4.58,6.41,0.18,4.95,4.4,8.61,2.38,7.51,4.03,2.93,4.95,6.41,6.23,5.13,2.2,6.59
nonDRNA,64258.105,0.078947368,6.590276527,-0.703157895,0.229824561,0.219298246,0.28070175399999997,8.42,3.16,5.44,8.42,1.58,7.89,3.51,2.98,7.89,7.54,3.68,5.09,4.74,2.28,5.26,4.21,7.02,4.56,2.98,3.33
nonDRNA,16899.3784,0.056603774,6.047066307000001,0.088050314,0.28930817600000003,0.19496855300000002,0.32075471699999997,13.21,1.26,6.92,5.66,3.77,12.58,3.77,7.55,5.66,10.06,3.14,1.26,4.4,1.89,5.03,1.26,5.03,5.66,0.63,1.26
nonDRNA,17181.5233,0.04938271599999999,5.823291206,-0.007407407,0.290123457,0.222222222,0.302469136,11.73,1.23,7.41,4.94,3.09,12.96,3.7,7.41,4.94,11.11,2.47,3.09,4.32,3.09,4.94,1.85,4.32,5.56,0.0,1.85
nonDRNA,33851.74,0.072368421,4.752785683,-0.092763158,0.328947368,0.21710526300000002,0.289473684,5.59,1.32,6.91,9.54,2.63,7.24,0.99,9.54,8.88,9.21,4.61,3.62,3.29,1.32,2.3,7.57,3.95,6.91,0.66,3.95
nonDRNA,16519.8686,0.046052632,6.971893501,-0.023684211,0.328947368,0.22368421100000002,0.361842105,9.87,0.66,7.24,5.26,1.97,9.87,3.29,2.63,2.63,20.39,0.66,0.0,5.92,1.97,9.87,6.58,3.29,5.26,0.66,1.97
nonDRNA,28678.505,0.082352941,5.9471433639999995,-0.243529412,0.337254902,0.203921569,0.243137255,3.92,1.96,7.84,8.24,5.49,9.8,3.14,5.88,8.24,10.59,1.57,3.92,1.57,1.18,5.88,5.1,3.92,9.02,0.78,1.96
nonDRNA,32756.307,0.082142857,6.058775139,-0.4925,0.317857143,0.175,0.267857143,4.29,1.43,5.71,11.43,4.29,4.29,2.5,6.43,7.14,7.5,3.57,3.93,4.64,2.5,8.57,4.64,3.57,9.64,0.36,3.57
nonDRNA,45531.515,0.09629629599999999,5.731780434,-0.121481481,0.335802469,0.187654321,0.301234568,9.88,0.99,4.94,8.4,4.94,4.94,4.2,8.15,7.16,10.37,1.48,4.44,3.46,2.72,2.96,5.93,4.94,5.43,0.74,3.95
nonDRNA,23585.7353,0.056074766,5.551373482000001,-0.38271028,0.285046729,0.18224299100000002,0.275700935,8.88,0.47,7.94,8.41,2.34,9.35,1.4,6.54,8.41,7.48,2.8,1.87,4.67,3.74,6.07,2.34,5.14,8.88,0.0,3.27
nonDRNA,63033.9365,0.077319588,5.657150841,-0.089690722,0.31443299,0.26975945,0.278350515,8.08,0.34,5.33,7.39,3.95,11.34,1.72,4.47,2.75,10.31,2.06,1.89,5.5,1.2,8.25,8.25,4.47,8.93,1.2,2.58
nonDRNA,30553.5577,0.066889632,9.560741997000001,-0.121070234,0.23745819399999998,0.311036789,0.204013378,12.71,1.34,4.01,1.67,2.34,12.37,0.67,4.35,2.68,5.02,1.0,5.69,3.01,1.67,6.02,10.03,13.38,7.69,1.0,3.34
nonDRNA,41001.2381,0.057894737,5.530343056,-0.016315789,0.30526315800000003,0.19736842100000002,0.334210526,14.21,2.11,6.84,6.05,1.84,9.21,1.58,3.16,0.79,12.63,0.53,1.58,5.26,3.16,10.26,3.68,4.21,8.95,1.84,2.11
nonDRNA,25180.5351,0.064935065,5.01612072,-0.070562771,0.29004329,0.207792208,0.333333333,11.26,1.3,3.9,8.66,1.3,10.39,2.16,5.63,3.03,9.52,3.9,3.03,4.33,3.9,5.19,3.03,6.93,7.36,3.46,1.73
nonDRNA,28861.2366,0.073929961,5.914347267,-0.114785992,0.365758755,0.22178988300000002,0.280155642,5.06,0.0,5.84,9.34,2.33,9.34,0.78,10.89,8.95,11.28,2.33,4.28,3.5,0.39,5.45,5.06,3.11,7.0,1.56,3.5
nonDRNA,29288.2284,0.08712121199999999,6.45852375,-0.248106061,0.310606061,0.20075757600000002,0.21969697,7.58,0.0,7.95,5.3,4.92,8.71,3.03,9.09,8.33,6.82,2.27,3.79,5.3,1.52,4.17,2.27,8.71,6.44,0.76,3.03
nonDRNA,27114.3421,0.086419753,5.181067467,-0.101646091,0.333333333,0.230452675,0.25925925899999996,9.88,1.23,7.0,5.76,2.88,6.58,4.12,7.0,0.0,8.64,1.65,4.12,7.0,2.88,7.82,5.35,3.29,9.05,2.06,3.7
nonDRNA,33083.3415,0.083870968,5.159809685,0.074516129,0.316129032,0.24193548399999998,0.24193548399999998,10.32,1.29,7.42,4.19,4.84,8.39,1.94,5.16,5.48,8.39,1.29,2.26,6.77,1.94,3.23,6.77,7.1,9.68,1.29,2.26
nonDRNA,27509.0255,0.050980392,5.354824257,-0.049411765,0.294117647,0.215686275,0.333333333,12.16,1.18,7.06,6.67,1.96,9.8,3.53,4.31,1.96,12.16,2.35,2.35,5.1,1.57,7.84,4.31,4.71,7.84,1.57,1.57
nonDRNA,23351.291,0.08530805699999999,4.827926826000001,-0.166350711,0.289099526,0.227488152,0.289099526,8.06,1.42,6.16,7.11,5.21,6.16,2.37,5.69,5.69,9.0,4.74,4.74,3.79,4.27,2.37,8.06,6.16,5.69,0.0,3.32
nonDRNA,37769.1171,0.091463415,5.858701897,-0.340853659,0.323170732,0.18597561,0.286585366,6.1,1.83,5.49,10.06,3.35,5.49,2.44,6.4,7.62,9.15,3.35,3.35,4.57,1.83,6.1,5.18,4.27,7.62,1.83,3.96
nonDRNA,17750.5044,0.030487805,4.669800758,0.298170732,0.347560976,0.19512195100000002,0.37195122,9.76,0.0,5.49,9.76,1.83,7.93,2.44,9.76,3.05,14.02,3.66,2.44,6.1,1.83,4.88,3.05,4.88,7.93,0.0,1.22
nonDRNA,39174.6659,0.128279883,5.46207943,0.162390671,0.40524781299999996,0.227405248,0.23032070000000004,6.41,1.17,5.54,4.08,6.12,5.54,1.17,9.62,2.04,11.08,1.46,5.54,4.96,4.08,6.12,6.71,4.66,7.0,2.92,3.79
nonDRNA,47930.6684,0.114832536,5.379833412000001,-0.192105263,0.373205742,0.22488038300000002,0.29186602899999997,4.31,1.44,5.5,8.61,4.31,7.89,0.96,9.57,8.85,13.88,2.39,5.98,1.2,2.39,3.35,7.42,2.39,2.39,0.96,6.22
nonDRNA,36091.9274,0.073846154,5.983292961,0.014461538,0.33846153799999995,0.196923077,0.267692308,9.54,0.31,4.62,4.62,4.0,4.92,2.15,7.69,3.08,11.08,1.54,3.08,4.62,9.23,4.92,7.08,6.46,7.69,1.85,1.54
nonDRNA,44192.0682,0.072681704,5.959932137000001,-0.217794486,0.320802005,0.21303258100000003,0.28070175399999997,7.02,0.25,5.26,9.27,4.01,9.52,4.76,6.52,7.27,9.77,2.01,3.26,4.51,1.25,4.51,4.01,5.01,8.52,0.5,2.76
nonDRNA,35564.494,0.089171975,6.104530525,-0.233121019,0.34076433100000003,0.194267516,0.21656051,5.73,0.64,7.64,7.01,5.1,7.32,2.55,11.78,8.6,7.32,1.59,4.78,4.14,1.91,4.78,3.18,6.05,6.05,0.96,2.87
nonDRNA,41694.1899,0.116402116,5.144576836000001,-0.310582011,0.32010582,0.30423280399999997,0.211640212,6.08,0.53,4.5,5.29,3.17,8.47,1.32,3.97,2.91,8.47,1.32,5.03,8.2,3.17,4.5,8.73,7.94,7.94,1.85,6.61
nonDRNA,159703.7713,0.077291382,5.182090569,-0.48502052,0.277017784,0.259917921,0.227086183,7.52,0.0,7.39,6.29,3.56,9.17,2.39,6.16,7.87,6.91,1.98,6.84,4.58,3.76,2.26,5.4,6.84,6.91,0.68,3.49
nonDRNA,42999.8171,0.086387435,8.989681053,-0.202356021,0.335078534,0.167539267,0.36649214700000005,13.35,0.26,4.45,8.12,3.66,6.81,3.4,0.79,3.14,14.14,1.05,2.88,4.97,3.4,10.47,2.09,2.09,9.95,0.79,4.19
nonDRNA,32968.8088,0.088815789,6.347289848,-0.245065789,0.269736842,0.259868421,0.25,10.53,0.66,4.93,5.59,3.95,9.54,0.99,4.93,2.3,6.25,2.63,2.3,6.58,3.29,7.89,7.57,8.22,6.91,1.32,3.62
nonDRNA,42032.6183,0.11170212800000001,4.628478813,-0.299202128,0.316489362,0.23936170199999998,0.265957447,8.51,1.33,7.71,6.12,4.52,7.18,1.86,4.79,4.26,10.11,1.86,5.85,4.79,3.72,3.72,6.12,5.32,5.59,2.13,4.52
nonDRNA,47599.0006,0.064220183,5.4261571879999995,-0.051376147,0.325688073,0.229357798,0.24311926600000003,5.96,2.06,6.88,6.65,3.44,9.17,2.06,6.19,5.96,9.63,2.06,3.44,3.67,2.29,5.05,6.65,5.5,10.32,0.46,2.52
nonDRNA,30715.6587,0.075,5.944074059,-0.109285714,0.317857143,0.192857143,0.353571429,11.79,0.0,3.57,10.0,3.93,8.93,1.43,3.21,3.57,12.5,1.07,1.07,3.57,3.21,8.93,5.71,5.36,8.57,0.71,2.86
nonDRNA,40394.3942,0.073170732,5.713137245,-0.253116531,0.26558265600000003,0.21138211399999998,0.292682927,12.74,2.44,7.32,4.88,2.44,9.21,1.9,4.61,2.17,8.67,2.98,2.71,5.15,4.88,8.4,4.07,4.61,5.96,1.9,2.98
nonDRNA,18965.0533,0.030120482,6.379347038,-0.787349398,0.204819277,0.19879518100000002,0.325301205,9.04,0.0,3.01,9.04,1.2,2.41,4.22,1.81,3.01,8.43,6.02,4.82,2.41,12.05,7.83,10.24,5.42,7.23,1.2,0.6
nonDRNA,22830.7057,0.096153846,5.164129448,0.047115385,0.322115385,0.201923077,0.360576923,15.38,0.96,5.29,6.73,3.37,7.21,3.85,4.33,1.44,12.5,1.44,2.4,6.25,2.4,5.77,4.33,4.33,5.77,3.85,2.4
nonDRNA,78022.8385,0.08310992,6.626653481,-0.050938338,0.274798928,0.302949062,0.238605898,12.73,1.07,4.29,2.68,2.01,10.99,2.28,3.35,2.14,6.97,1.47,2.82,7.64,3.49,4.42,8.85,7.64,8.85,3.49,2.82
nonDRNA,35090.1876,0.079872204,5.9649339679999995,-0.210223642,0.31629393,0.194888179,0.268370607,6.71,0.96,5.43,8.95,4.15,8.63,1.92,7.35,7.03,7.67,3.51,2.88,5.43,2.24,6.07,2.56,6.07,8.63,0.64,3.19
nonDRNA,103255.3414,0.125541126,4.859984016,-0.277705628,0.310606061,0.24783549800000002,0.229437229,9.2,0.65,6.49,4.76,5.09,7.03,2.16,6.28,5.52,5.84,3.14,8.66,2.71,3.68,1.52,6.39,7.03,6.39,3.25,4.22
nonDRNA,60978.1736,0.10657193599999999,7.0013360979999995,-0.284191829,0.293072824,0.269982238,0.229129663,9.77,0.89,6.57,3.2,4.62,10.83,1.07,4.09,7.64,7.99,1.95,6.04,4.44,4.62,2.13,5.68,5.86,6.57,2.49,3.55
nonDRNA,33856.582,0.068535826,4.6965719219999995,-0.065732087,0.28660436100000003,0.24610591899999998,0.274143302,12.15,0.62,6.54,7.17,3.12,11.53,1.56,6.85,4.36,6.23,1.87,4.05,3.43,2.18,4.05,5.61,6.23,8.72,0.93,2.8
nonDRNA,21865.8392,0.065656566,5.981417274,-0.01010101,0.303030303,0.13636363599999998,0.34848484799999996,14.65,0.51,4.55,8.59,3.03,6.57,2.53,7.58,2.53,9.09,2.53,1.52,3.03,3.03,9.09,2.53,8.08,7.07,0.51,3.03
nonDRNA,63634.2382,0.061433447,5.407343482999999,-0.200682594,0.296928328,0.233788396,0.26109215,9.04,1.02,6.83,6.83,2.9,9.04,3.75,5.29,3.07,9.04,1.19,2.05,7.17,2.9,6.66,5.12,5.63,9.22,0.51,2.73
nonDRNA,343665.0847,0.068303431,6.264702797000001,-0.227038086,0.297135663,0.270380862,0.231979855,7.4,0.94,5.76,5.76,4.69,9.54,1.42,4.82,4.97,8.88,1.16,4.09,6.58,4.63,5.95,6.83,5.26,9.19,0.19,1.95
nonDRNA,15043.4228,0.060150376,9.171481895,-0.226315789,0.240601504,0.240601504,0.233082707,4.51,8.27,4.51,3.01,3.01,3.01,5.26,3.01,5.26,10.53,5.26,0.75,3.76,2.26,9.02,16.54,4.51,4.51,0.0,3.01
nonDRNA,21955.0754,0.116402116,6.085887337000001,-0.285714286,0.365079365,0.206349206,0.275132275,3.7,1.06,2.65,10.05,3.7,5.82,3.17,6.88,6.35,11.64,2.12,3.17,6.88,3.17,4.76,4.76,5.82,6.35,1.06,6.88
nonDRNA,48083.5846,0.079545455,4.705836678,-0.194090909,0.320454545,0.275,0.197727273,5.0,1.82,6.14,5.23,2.5,8.18,0.68,9.09,5.45,8.64,0.91,7.5,4.09,3.86,2.27,7.73,9.09,6.36,1.36,4.09
nonDRNA,26103.2148,0.092827004,6.84321003,-0.283122363,0.286919831,0.278481013,0.223628692,9.7,0.42,5.91,4.64,5.49,6.33,1.27,6.75,5.06,5.91,2.11,6.33,6.75,3.38,5.49,8.44,5.49,6.75,2.11,1.69
nonDRNA,45054.3375,0.050119332,5.249387932,0.102147971,0.32219570399999997,0.22673031,0.286396181,9.79,0.48,6.21,6.21,1.91,10.02,1.91,10.74,4.06,9.55,3.1,4.77,3.58,1.43,5.49,4.3,6.44,6.92,0.0,3.1
nonDRNA,29679.2261,0.138996139,8.914059639,-0.423166023,0.355212355,0.28957529,0.14285714300000002,1.54,0.77,5.79,5.02,6.95,6.95,1.54,8.88,9.27,6.56,1.16,8.11,3.09,2.32,3.47,10.81,4.63,6.18,0.39,6.56
nonDRNA,18833.5176,0.076502732,7.9354295729999995,-0.187431694,0.240437158,0.273224044,0.25136612,16.94,0.0,4.37,2.73,1.09,9.84,1.09,3.83,4.92,4.92,0.55,5.46,2.19,3.28,2.73,9.84,12.02,7.65,3.28,3.28
nonDRNA,17297.603,0.117647059,5.234041405,-0.290849673,0.307189542,0.22875817,0.27450980399999997,8.5,1.31,7.84,6.54,7.19,6.54,0.65,4.58,7.19,7.84,4.58,6.54,5.23,1.31,5.23,4.58,3.27,6.54,0.0,4.58
nonDRNA,54497.3419,0.116959064,8.15932827,-0.1582846,0.296296296,0.331384016,0.183235867,9.36,0.78,4.68,2.14,5.07,13.06,2.73,5.07,4.68,5.26,1.56,7.21,5.26,1.95,2.53,7.6,6.82,7.6,2.34,4.29
nonDRNA,67990.3928,0.078125,8.25744915,-0.2509375,0.278125,0.2921875,0.23125,10.94,0.0,5.16,3.44,3.28,9.38,1.41,5.47,5.94,7.34,1.41,7.19,4.53,4.22,2.97,8.12,7.5,7.19,0.78,3.75
nonDRNA,86491.7943,0.0725,4.933761024,-0.298,0.29125,0.285,0.23,7.25,0.0,6.25,2.75,2.88,6.12,0.38,5.62,6.25,12.0,1.0,10.0,4.62,4.12,1.0,7.75,13.38,4.25,1.38,3.0
nonDRNA,158746.9123,0.078913325,5.062842369,0.180401035,0.301423027,0.28589909399999996,0.18628719300000002,9.9,0.58,6.14,1.62,5.69,9.31,0.19,5.24,6.34,6.21,0.91,6.73,4.01,1.16,0.39,8.54,14.04,10.8,0.26,1.94
nonDRNA,47475.5221,0.120283019,5.6502164839999995,-0.455896226,0.301886792,0.268867925,0.195754717,6.13,1.18,5.66,5.42,3.77,7.08,1.42,5.9,6.13,5.9,2.12,6.37,4.25,3.3,3.54,9.2,8.02,6.37,1.18,7.08
nonDRNA,32954.5258,0.060702875,8.460137749,0.044728435,0.293929712,0.201277955,0.300319489,15.34,0.0,5.43,4.79,2.88,8.63,0.32,6.39,9.27,7.35,2.56,4.15,2.56,5.43,1.6,4.79,5.75,9.58,0.64,2.56
nonDRNA,29633.9879,0.035714286,5.568311501,0.0975,0.28928571399999997,0.19642857100000002,0.360714286,14.64,1.43,7.14,7.86,3.21,11.43,1.43,5.0,3.57,11.07,2.5,0.36,5.36,1.43,9.64,2.5,1.79,9.29,0.0,0.36
nonDRNA,39031.5568,0.115819209,8.323593712000001,-0.307344633,0.299435028,0.271186441,0.18926553699999998,8.19,1.98,5.08,3.95,4.24,7.63,1.13,6.21,6.78,5.65,1.13,7.63,5.08,1.98,3.11,6.78,9.6,6.5,2.54,4.8
nonDRNA,56163.2444,0.089463221,5.7230272289999995,-0.123260437,0.326043738,0.21669980100000003,0.250497018,6.36,2.19,5.96,6.96,4.17,6.56,2.98,7.55,7.75,9.34,2.39,2.58,6.76,2.58,2.78,5.77,5.77,6.76,1.39,3.38
nonDRNA,21356.0141,0.075117371,7.836664009,-0.107981221,0.145539906,0.352112676,0.20187793399999998,10.8,15.02,2.35,2.35,2.82,19.72,0.94,1.41,3.76,4.23,2.82,5.16,2.82,5.63,2.35,7.51,4.23,1.41,1.41,3.29
nonDRNA,32958.7346,0.07849829400000001,8.911996651,-0.333447099,0.310580205,0.204778157,0.29010238899999996,7.17,0.0,5.46,5.8,2.73,6.48,4.1,4.1,9.56,12.29,3.75,3.75,4.78,3.75,3.07,5.46,5.8,6.83,1.02,4.1
nonDRNA,56279.9314,0.082514735,4.879707146,-0.278978389,0.292730845,0.214145383,0.26719057,8.06,1.18,6.48,9.23,4.72,8.45,2.75,6.29,5.7,6.48,2.95,5.11,4.32,1.96,4.13,3.54,6.88,8.25,0.39,3.14
nonDRNA,108182.2759,0.12654321,4.5177564619999995,-0.402572016,0.301440329,0.252057613,0.222222222,9.77,0.0,8.54,4.32,4.22,7.41,2.98,5.25,2.26,6.38,1.75,6.38,3.91,3.91,3.5,7.51,7.61,5.86,2.98,5.45
nonDRNA,91277.6044,0.108303249,6.046554756,-0.230084236,0.311672684,0.263537906,0.21299639,9.15,0.72,5.17,4.45,4.57,7.94,0.72,6.98,4.93,6.02,1.68,7.58,4.09,3.85,4.21,6.74,7.58,7.34,0.96,5.29
nonDRNA,14146.3098,0.05384615400000001,8.607383537,-0.215384615,0.223076923,0.17692307699999998,0.276923077,13.08,6.15,6.92,3.85,3.08,3.85,6.92,3.08,12.31,6.92,3.85,2.31,3.85,0.77,1.54,7.69,4.62,6.92,0.0,2.31
nonDRNA,39051.219,0.072625698,5.10609684,-0.113128492,0.290502793,0.20670391100000002,0.329608939,12.29,0.0,6.98,6.42,2.51,6.15,1.12,3.63,4.75,10.34,3.91,1.96,6.15,1.68,5.87,6.42,7.26,7.82,1.12,3.63
nonDRNA,25193.241,0.120689655,4.847877312,-0.104741379,0.314655172,0.245689655,0.245689655,9.48,0.0,9.48,1.72,6.03,10.78,1.29,3.45,6.47,9.91,3.45,3.45,4.31,3.88,1.72,6.03,6.47,6.03,2.16,3.88
nonDRNA,63141.5394,0.029059829,5.19550457,-0.132820513,0.297435897,0.22564102600000002,0.264957265,8.03,0.68,5.64,8.89,1.37,7.86,1.37,9.4,7.35,7.18,2.39,5.64,3.42,2.22,4.27,5.64,6.84,10.26,0.17,1.37
nonDRNA,52829.6475,0.087398374,4.78046627,-0.173780488,0.282520325,0.27235772399999997,0.24593495899999998,10.57,1.02,6.71,4.07,3.66,9.76,2.03,3.86,1.42,8.13,1.83,4.07,8.54,3.66,5.08,4.88,8.13,7.52,2.24,2.85
nonDRNA,53912.4201,0.10331384,6.98939991,-0.1208577,0.278752437,0.307992203,0.239766082,12.48,1.36,4.29,2.53,2.34,12.09,1.17,2.73,1.56,7.6,1.36,4.09,5.26,3.12,5.26,9.36,8.19,7.21,2.34,5.65
nonDRNA,92470.5946,0.14764268,5.902865791,-0.532754342,0.32754342399999997,0.24565756800000002,0.20471464,5.96,0.37,6.95,5.46,4.34,8.06,0.87,6.45,10.05,5.83,3.23,7.07,3.72,3.35,1.61,5.71,4.84,5.71,3.6,6.82
nonDRNA,196830.1437,0.08526713400000001,4.438125038,-0.024662709,0.316243929,0.268213708,0.167835942,7.77,0.54,8.26,4.53,5.4,8.47,0.22,7.93,5.72,3.72,0.76,5.29,7.45,1.57,2.16,5.61,10.04,11.44,0.27,2.86
nonDRNA,34324.8028,0.087947883,5.922247887,-0.164820847,0.348534202,0.254071661,0.244299674,6.51,0.33,5.54,6.51,3.58,5.86,1.95,8.79,7.82,10.1,1.3,7.49,3.91,1.95,2.93,8.14,4.89,7.17,2.28,2.93
nonDRNA,42982.1308,0.077319588,4.050028418999999,-0.083247423,0.332474227,0.273195876,0.268041237,4.12,0.52,8.25,4.38,4.12,4.64,0.77,6.44,2.84,14.69,3.61,9.79,6.44,3.35,1.29,6.44,10.31,4.38,0.26,3.35
nonDRNA,40129.6429,0.086486486,5.2746812819999995,0.141351351,0.343243243,0.21081081100000001,0.291891892,11.89,0.27,4.86,7.57,5.41,7.57,1.08,7.57,6.22,7.84,1.89,4.32,3.78,2.43,4.05,5.41,4.32,10.27,0.27,2.97
nonDRNA,45372.541,0.099033816,9.161295891,-0.146135266,0.306763285,0.248792271,0.287439614,11.35,0.48,4.83,3.86,3.62,10.39,0.97,3.38,5.56,10.39,3.14,4.83,4.83,5.31,4.59,4.83,4.35,7.0,4.59,1.69
