ID,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_TN,PCP_SM,PCP_LR
Seq_8315,0.171,0.127,0.703,0.19,0.475,0.399,0.032,0.089,0.127,0.171,0.703,0.424,0.241,0.373,0.095,0.025,0.241,0.475,0.525
Seq_8316,0.08,0.19,0.73,0.146,0.547,0.453,0.036,0.073,0.19,0.08,0.73,0.518,0.153,0.409,0.109,0.051,0.299,0.599,0.401
Seq_8317,0.104,0.131,0.765,0.158,0.539,0.485,0.03,0.074,0.131,0.104,0.765,0.515,0.202,0.33,0.095,0.027,0.22,0.491,0.509
Seq_8318,0.116,0.116,0.768,0.214,0.536,0.464,0.045,0.062,0.116,0.116,0.768,0.536,0.179,0.366,0.098,0.054,0.277,0.491,0.509
Seq_8319,0.081,0.054,0.865,0.162,0.676,0.622,0.054,0.108,0.054,0.081,0.865,0.568,0.162,0.27,0.054,0.027,0.243,0.459,0.541
Seq_8320,0.111,0.104,0.785,0.243,0.514,0.441,0.046,0.091,0.104,0.111,0.785,0.506,0.185,0.38,0.119,0.025,0.218,0.448,0.552
Seq_8321,0.135,0.166,0.699,0.098,0.583,0.546,0.055,0.055,0.166,0.135,0.699,0.558,0.209,0.301,0.049,0.012,0.245,0.472,0.528
Seq_8322,0.151,0.109,0.74,0.158,0.53,0.464,0.059,0.082,0.109,0.151,0.74,0.49,0.263,0.306,0.082,0.036,0.211,0.487,0.513
Seq_8323,0.172,0.224,0.603,0.112,0.474,0.422,0.017,0.06,0.224,0.172,0.603,0.474,0.207,0.328,0.06,0.017,0.172,0.319,0.681
Seq_8324,0.138,0.109,0.753,0.245,0.447,0.348,0.045,0.115,0.109,0.138,0.753,0.479,0.245,0.327,0.13,0.062,0.212,0.488,0.512
Seq_8325,0.144,0.135,0.721,0.167,0.544,0.488,0.088,0.084,0.135,0.144,0.721,0.549,0.242,0.321,0.107,0.014,0.219,0.521,0.479
Seq_8326,0.143,0.109,0.748,0.184,0.517,0.429,0.02,0.095,0.109,0.143,0.748,0.51,0.211,0.313,0.109,0.041,0.252,0.51,0.49
Seq_8327,0.132,0.116,0.752,0.196,0.508,0.42,0.028,0.088,0.116,0.132,0.752,0.504,0.208,0.328,0.108,0.04,0.26,0.532,0.468
Seq_8328,0.181,0.074,0.744,0.223,0.479,0.402,0.035,0.117,0.074,0.181,0.744,0.452,0.258,0.308,0.119,0.02,0.203,0.419,0.581
Seq_8329,0.105,0.118,0.776,0.228,0.506,0.405,0.055,0.11,0.118,0.105,0.776,0.54,0.203,0.346,0.105,0.042,0.19,0.477,0.523
Seq_8330,0.144,0.125,0.731,0.159,0.542,0.424,0.027,0.102,0.125,0.144,0.731,0.504,0.201,0.364,0.106,0.042,0.231,0.527,0.473
Seq_8331,0.118,0.118,0.763,0.249,0.458,0.385,0.038,0.103,0.118,0.118,0.763,0.486,0.212,0.363,0.139,0.03,0.207,0.501,0.499
Seq_8332,0.108,0.104,0.788,0.178,0.589,0.531,0.041,0.062,0.104,0.108,0.788,0.548,0.17,0.336,0.1,0.033,0.332,0.548,0.452
Seq_8333,0.162,0.135,0.703,0.147,0.525,0.467,0.035,0.085,0.135,0.162,0.703,0.494,0.228,0.309,0.089,0.012,0.251,0.514,0.486
Seq_8334,0.147,0.12,0.733,0.167,0.525,0.469,0.097,0.05,0.12,0.147,0.733,0.534,0.284,0.311,0.097,0.044,0.196,0.501,0.499
Seq_8335,0.132,0.118,0.75,0.208,0.5,0.396,0.042,0.104,0.118,0.132,0.75,0.493,0.215,0.354,0.104,0.062,0.229,0.542,0.458
Seq_8336,0.17,0.108,0.722,0.189,0.5,0.414,0.059,0.076,0.108,0.17,0.722,0.514,0.262,0.3,0.103,0.062,0.186,0.449,0.551
Seq_8337,0.148,0.144,0.707,0.162,0.515,0.441,0.017,0.096,0.144,0.148,0.707,0.472,0.197,0.336,0.092,0.031,0.223,0.437,0.563
Seq_8338,0.15,0.134,0.717,0.176,0.487,0.385,0.064,0.096,0.134,0.15,0.717,0.46,0.267,0.342,0.102,0.043,0.166,0.444,0.556
Seq_8339,0.205,0.08,0.715,0.167,0.524,0.476,0.083,0.059,0.08,0.205,0.715,0.424,0.312,0.365,0.104,0.035,0.344,0.573,0.427
Seq_8340,0.1,0.113,0.787,0.227,0.507,0.42,0.033,0.08,0.113,0.1,0.787,0.533,0.187,0.393,0.173,0.027,0.24,0.567,0.433
Seq_8341,0.099,0.128,0.773,0.217,0.508,0.399,0.061,0.147,0.128,0.099,0.773,0.479,0.208,0.358,0.109,0.042,0.233,0.527,0.473
Seq_8342,0.092,0.13,0.778,0.222,0.508,0.397,0.06,0.152,0.13,0.092,0.778,0.476,0.2,0.365,0.111,0.038,0.229,0.524,0.476
Seq_8343,0.156,0.095,0.748,0.143,0.558,0.449,0.041,0.095,0.095,0.156,0.748,0.544,0.245,0.279,0.102,0.034,0.245,0.497,0.503
Seq_8344,0.163,0.095,0.741,0.136,0.558,0.469,0.02,0.082,0.095,0.163,0.741,0.517,0.231,0.299,0.088,0.027,0.252,0.51,0.49
Seq_8345,0.163,0.109,0.728,0.109,0.558,0.476,0.027,0.082,0.109,0.163,0.728,0.49,0.252,0.286,0.054,0.02,0.231,0.517,0.483
Seq_8346,0.177,0.109,0.714,0.122,0.531,0.456,0.027,0.088,0.109,0.177,0.714,0.476,0.265,0.286,0.075,0.02,0.231,0.531,0.469
Seq_8347,0.163,0.095,0.741,0.156,0.544,0.463,0.027,0.088,0.095,0.163,0.741,0.503,0.231,0.313,0.102,0.02,0.252,0.51,0.49
Seq_8348,0.156,0.095,0.748,0.156,0.551,0.469,0.02,0.082,0.095,0.156,0.748,0.517,0.218,0.306,0.102,0.034,0.286,0.544,0.456
Seq_8349,0.17,0.102,0.728,0.156,0.544,0.456,0.027,0.082,0.102,0.17,0.728,0.503,0.224,0.32,0.109,0.034,0.272,0.503,0.497
Seq_8350,0.15,0.095,0.755,0.143,0.558,0.469,0.041,0.088,0.095,0.15,0.755,0.517,0.245,0.293,0.075,0.034,0.245,0.537,0.463
Seq_8351,0.088,0.081,0.831,0.227,0.547,0.474,0.058,0.081,0.081,0.088,0.831,0.506,0.204,0.383,0.146,0.028,0.33,0.61,0.39
Seq_8352,0.148,0.125,0.727,0.185,0.519,0.421,0.061,0.114,0.125,0.148,0.727,0.488,0.232,0.347,0.114,0.034,0.253,0.515,0.485
Seq_8353,0.19,0.146,0.664,0.212,0.445,0.328,0.022,0.117,0.146,0.19,0.664,0.496,0.219,0.35,0.117,0.044,0.146,0.445,0.555
Seq_8354,0.153,0.142,0.705,0.191,0.484,0.415,0.038,0.079,0.142,0.153,0.705,0.489,0.221,0.347,0.12,0.038,0.235,0.456,0.544
Seq_8355,0.17,0.141,0.689,0.175,0.51,0.408,0.058,0.141,0.141,0.17,0.689,0.481,0.233,0.325,0.078,0.019,0.209,0.413,0.587
Seq_8356,0.155,0.15,0.694,0.15,0.519,0.388,0.049,0.146,0.15,0.155,0.694,0.505,0.228,0.32,0.083,0.029,0.209,0.422,0.578
Seq_8357,0.113,0.132,0.755,0.226,0.509,0.472,0.057,0.038,0.132,0.113,0.755,0.566,0.189,0.358,0.094,0.094,0.283,0.547,0.453
Seq_8358,0.131,0.131,0.737,0.163,0.543,0.44,0.043,0.103,0.131,0.131,0.737,0.503,0.206,0.357,0.091,0.031,0.246,0.529,0.471
Seq_8359,0.13,0.153,0.718,0.16,0.55,0.481,0.031,0.084,0.153,0.13,0.718,0.527,0.168,0.344,0.092,0.031,0.298,0.527,0.473
Seq_8360,0.165,0.165,0.671,0.229,0.388,0.338,0.041,0.08,0.165,0.165,0.671,0.415,0.26,0.385,0.13,0.014,0.166,0.431,0.569
Seq_8361,0.13,0.109,0.761,0.184,0.52,0.462,0.033,0.06,0.109,0.13,0.761,0.508,0.221,0.353,0.13,0.03,0.248,0.583,0.417
Seq_8362,0.136,0.091,0.774,0.174,0.521,0.438,0.057,0.06,0.091,0.136,0.774,0.513,0.272,0.298,0.106,0.042,0.226,0.472,0.528
Seq_8363,0.141,0.106,0.753,0.167,0.47,0.364,0.035,0.131,0.106,0.141,0.753,0.46,0.293,0.283,0.091,0.03,0.202,0.475,0.525
Seq_8364,0.128,0.103,0.769,0.176,0.562,0.474,0.043,0.088,0.103,0.128,0.769,0.511,0.201,0.34,0.097,0.043,0.264,0.502,0.498
Seq_8365,0.132,0.126,0.742,0.152,0.53,0.483,0.026,0.04,0.126,0.132,0.742,0.417,0.219,0.43,0.106,0.033,0.331,0.636,0.364
Seq_8366,0.112,0.084,0.804,0.248,0.493,0.423,0.038,0.115,0.084,0.112,0.804,0.552,0.213,0.311,0.164,0.01,0.203,0.507,0.493
Seq_8367,0.129,0.111,0.76,0.199,0.544,0.453,0.042,0.091,0.111,0.129,0.76,0.512,0.188,0.355,0.125,0.031,0.265,0.491,0.509
Seq_8368,0.137,0.116,0.747,0.183,0.494,0.402,0.037,0.083,0.116,0.137,0.747,0.51,0.245,0.307,0.108,0.046,0.187,0.469,0.531
Seq_8369,0.124,0.128,0.748,0.141,0.585,0.526,0.035,0.058,0.128,0.124,0.748,0.56,0.182,0.315,0.097,0.029,0.257,0.524,0.476
Seq_8370,0.116,0.161,0.723,0.252,0.439,0.381,0.032,0.09,0.161,0.116,0.723,0.458,0.181,0.426,0.168,0.013,0.168,0.452,0.548
Seq_8371,0.178,0.148,0.674,0.191,0.438,0.38,0.039,0.092,0.148,0.178,0.674,0.444,0.262,0.324,0.092,0.045,0.182,0.438,0.562
Seq_8372,0.133,0.048,0.819,0.133,0.667,0.562,0.019,0.086,0.048,0.133,0.819,0.61,0.171,0.267,0.114,0.029,0.324,0.486,0.514
Seq_8373,0.153,0.158,0.689,0.128,0.545,0.452,0.065,0.106,0.158,0.153,0.689,0.507,0.234,0.324,0.071,0.025,0.234,0.46,0.54
Seq_8374,0.16,0.132,0.708,0.175,0.468,0.4,0.043,0.077,0.132,0.16,0.708,0.46,0.269,0.322,0.105,0.031,0.193,0.443,0.557
Seq_8375,0.125,0.116,0.76,0.198,0.521,0.44,0.041,0.089,0.116,0.125,0.76,0.493,0.206,0.365,0.121,0.03,0.256,0.521,0.479
Seq_8376,0.106,0.122,0.772,0.192,0.529,0.441,0.063,0.114,0.122,0.106,0.772,0.494,0.22,0.366,0.122,0.031,0.242,0.583,0.417
Seq_8377,0.167,0.124,0.709,0.23,0.4,0.345,0.042,0.106,0.124,0.167,0.709,0.391,0.288,0.348,0.13,0.018,0.2,0.53,0.47
Seq_8378,0.147,0.145,0.709,0.281,0.383,0.326,0.074,0.053,0.145,0.147,0.709,0.41,0.265,0.433,0.174,0.054,0.246,0.507,0.493
Seq_8379,0.161,0.146,0.693,0.207,0.445,0.35,0.038,0.105,0.146,0.161,0.693,0.465,0.24,0.345,0.133,0.051,0.21,0.491,0.509
Seq_8380,0.185,0.185,0.63,0.097,0.504,0.42,0.038,0.101,0.185,0.185,0.63,0.466,0.252,0.303,0.046,0.029,0.147,0.395,0.605
Seq_8381,0.126,0.122,0.752,0.216,0.505,0.446,0.05,0.117,0.122,0.126,0.752,0.514,0.207,0.32,0.113,0.005,0.198,0.486,0.514
Seq_8382,0.128,0.03,0.842,0.233,0.519,0.466,0.053,0.053,0.03,0.128,0.842,0.519,0.271,0.338,0.143,0.053,0.316,0.662,0.338
Seq_8383,0.126,0.084,0.79,0.184,0.568,0.47,0.039,0.147,0.084,0.126,0.79,0.531,0.203,0.287,0.103,0.018,0.218,0.446,0.554
Seq_8384,0.164,0.157,0.679,0.179,0.46,0.383,0.047,0.095,0.157,0.164,0.679,0.464,0.252,0.325,0.069,0.047,0.164,0.416,0.584
Seq_8385,0.111,0.119,0.771,0.242,0.484,0.381,0.051,0.148,0.119,0.111,0.771,0.47,0.206,0.372,0.138,0.031,0.244,0.536,0.464
Seq_8386,0.154,0.121,0.725,0.148,0.544,0.456,0.044,0.082,0.121,0.154,0.725,0.511,0.231,0.308,0.088,0.038,0.236,0.5,0.5
Seq_8387,0.141,0.153,0.706,0.141,0.531,0.427,0.046,0.118,0.153,0.141,0.706,0.508,0.221,0.313,0.073,0.034,0.187,0.462,0.538
Seq_8388,0.138,0.099,0.763,0.177,0.529,0.447,0.036,0.078,0.099,0.138,0.763,0.511,0.231,0.333,0.12,0.042,0.258,0.577,0.423
Seq_8389,0.141,0.099,0.76,0.177,0.532,0.45,0.033,0.078,0.099,0.141,0.76,0.511,0.225,0.333,0.12,0.042,0.267,0.58,0.42
Seq_8390,0.101,0.11,0.788,0.158,0.577,0.505,0.043,0.074,0.11,0.101,0.788,0.55,0.198,0.304,0.09,0.047,0.264,0.556,0.444
Seq_8391,0.13,0.145,0.725,0.118,0.586,0.518,0.018,0.056,0.145,0.13,0.725,0.55,0.169,0.322,0.08,0.024,0.314,0.524,0.476
Seq_8392,0.138,0.138,0.724,0.225,0.455,0.378,0.033,0.079,0.138,0.138,0.724,0.47,0.215,0.372,0.113,0.058,0.23,0.482,0.518
Seq_8393,0.143,0.117,0.74,0.175,0.521,0.406,0.046,0.097,0.117,0.143,0.74,0.529,0.233,0.298,0.101,0.07,0.173,0.416,0.584
Seq_8394,0.125,0.128,0.747,0.203,0.534,0.448,0.046,0.082,0.128,0.125,0.747,0.523,0.181,0.374,0.11,0.057,0.242,0.488,0.512
Seq_8395,0.17,0.151,0.679,0.192,0.446,0.354,0.048,0.103,0.151,0.17,0.679,0.469,0.258,0.343,0.096,0.044,0.166,0.443,0.557
Seq_8396,0.089,0.094,0.817,0.257,0.473,0.402,0.041,0.104,0.094,0.089,0.817,0.481,0.216,0.379,0.158,0.025,0.237,0.567,0.433
Seq_8397,0.147,0.129,0.724,0.184,0.502,0.415,0.065,0.111,0.129,0.147,0.724,0.521,0.249,0.3,0.111,0.032,0.198,0.479,0.521
Seq_8398,0.104,0.133,0.763,0.253,0.467,0.42,0.013,0.041,0.133,0.104,0.763,0.485,0.16,0.42,0.156,0.027,0.248,0.506,0.494
Seq_8399,0.177,0.166,0.657,0.185,0.432,0.343,0.044,0.107,0.166,0.177,0.657,0.443,0.262,0.339,0.074,0.044,0.14,0.417,0.583
Seq_8400,0.178,0.163,0.659,0.185,0.433,0.344,0.044,0.107,0.163,0.178,0.659,0.444,0.263,0.337,0.074,0.044,0.141,0.419,0.581
Seq_8401,0.135,0.123,0.742,0.205,0.5,0.417,0.053,0.085,0.123,0.135,0.742,0.498,0.226,0.347,0.116,0.043,0.215,0.477,0.523
Seq_8402,0.113,0.16,0.728,0.179,0.51,0.362,0.054,0.16,0.16,0.113,0.728,0.49,0.206,0.37,0.128,0.027,0.195,0.459,0.541
Seq_8403,0.169,0.092,0.739,0.176,0.542,0.472,0.042,0.077,0.092,0.169,0.739,0.535,0.232,0.31,0.148,0.014,0.296,0.556,0.444
Seq_8404,0.176,0.092,0.732,0.197,0.507,0.451,0.042,0.077,0.092,0.176,0.732,0.556,0.246,0.282,0.127,0.021,0.239,0.521,0.479
Seq_8405,0.169,0.085,0.746,0.19,0.528,0.458,0.042,0.077,0.085,0.169,0.746,0.528,0.239,0.317,0.155,0.021,0.282,0.563,0.437
Seq_8406,0.169,0.092,0.739,0.176,0.542,0.479,0.035,0.077,0.092,0.169,0.739,0.556,0.225,0.289,0.106,0.028,0.268,0.535,0.465
Seq_8407,0.176,0.092,0.732,0.183,0.528,0.458,0.028,0.085,0.092,0.176,0.732,0.542,0.225,0.289,0.113,0.028,0.261,0.521,0.479
Seq_8408,0.162,0.092,0.746,0.183,0.549,0.479,0.042,0.077,0.092,0.162,0.746,0.556,0.218,0.303,0.141,0.028,0.324,0.577,0.423
Seq_8409,0.176,0.099,0.725,0.197,0.507,0.43,0.042,0.077,0.099,0.176,0.725,0.521,0.239,0.324,0.141,0.042,0.289,0.556,0.444
Seq_8410,0.162,0.092,0.746,0.155,0.563,0.5,0.035,0.077,0.092,0.162,0.746,0.535,0.225,0.296,0.099,0.014,0.261,0.528,0.472
Seq_8411,0.169,0.106,0.725,0.239,0.458,0.38,0.042,0.085,0.106,0.169,0.725,0.493,0.239,0.366,0.19,0.021,0.239,0.549,0.451
Seq_8412,0.234,0.136,0.63,0.123,0.506,0.435,0.026,0.071,0.136,0.234,0.63,0.468,0.26,0.305,0.071,0.019,0.227,0.37,0.63
Seq_8413,0.105,0.086,0.808,0.237,0.542,0.461,0.067,0.079,0.086,0.105,0.808,0.541,0.202,0.352,0.135,0.055,0.261,0.518,0.482
Seq_8414,0.176,0.092,0.732,0.183,0.535,0.465,0.042,0.077,0.092,0.176,0.732,0.514,0.232,0.324,0.148,0.021,0.324,0.563,0.437
Seq_8415,0.176,0.092,0.732,0.176,0.528,0.451,0.049,0.077,0.092,0.176,0.732,0.542,0.254,0.289,0.134,0.028,0.275,0.556,0.444
Seq_8416,0.183,0.099,0.718,0.197,0.493,0.415,0.049,0.085,0.099,0.183,0.718,0.521,0.261,0.331,0.162,0.021,0.239,0.521,0.479
Seq_8417,0.169,0.12,0.711,0.162,0.486,0.408,0.021,0.085,0.12,0.169,0.711,0.521,0.254,0.268,0.085,0.042,0.225,0.472,0.528
Seq_8418,0.117,0.101,0.782,0.192,0.538,0.465,0.049,0.106,0.101,0.117,0.782,0.493,0.218,0.326,0.094,0.021,0.251,0.528,0.472
Seq_8419,0.137,0.117,0.746,0.182,0.545,0.497,0.122,0.043,0.117,0.137,0.746,0.527,0.278,0.361,0.12,0.042,0.306,0.617,0.383
Seq_8420,0.173,0.092,0.734,0.26,0.457,0.39,0.092,0.072,0.092,0.173,0.734,0.468,0.283,0.358,0.113,0.04,0.197,0.457,0.543
Seq_8421,0.183,0.061,0.756,0.317,0.427,0.378,0.049,0.037,0.061,0.183,0.756,0.561,0.244,0.366,0.22,0.073,0.28,0.573,0.427
Seq_8422,0.091,0.075,0.833,0.288,0.461,0.419,0.091,0.055,0.075,0.091,0.833,0.394,0.267,0.435,0.099,0.017,0.241,0.552,0.448
Seq_8423,0.177,0.068,0.755,0.231,0.463,0.395,0.068,0.075,0.068,0.177,0.755,0.483,0.306,0.313,0.122,0.061,0.224,0.517,0.483
Seq_8424,0.109,0.114,0.776,0.192,0.532,0.469,0.05,0.08,0.114,0.109,0.776,0.517,0.211,0.332,0.085,0.025,0.235,0.521,0.479
Seq_8425,0.146,0.128,0.726,0.257,0.43,0.337,0.049,0.082,0.128,0.146,0.726,0.467,0.235,0.366,0.119,0.082,0.198,0.426,0.574
Seq_8426,0.159,0.09,0.752,0.255,0.441,0.345,0.076,0.124,0.09,0.159,0.752,0.49,0.29,0.303,0.131,0.069,0.2,0.503,0.497
Seq_8427,0.12,0.151,0.729,0.181,0.512,0.458,0.036,0.054,0.151,0.12,0.729,0.53,0.193,0.361,0.114,0.03,0.211,0.536,0.464
Seq_8428,0.183,0.156,0.661,0.116,0.5,0.438,0.027,0.049,0.156,0.183,0.661,0.473,0.254,0.326,0.08,0.049,0.165,0.473,0.527
Seq_8429,0.109,0.114,0.777,0.255,0.467,0.398,0.027,0.066,0.114,0.109,0.777,0.467,0.191,0.416,0.164,0.034,0.284,0.568,0.432
Seq_8430,0.139,0.136,0.725,0.199,0.509,0.408,0.042,0.101,0.136,0.139,0.725,0.526,0.199,0.359,0.101,0.038,0.192,0.443,0.557
Seq_8431,0.084,0.046,0.87,0.318,0.448,0.379,0.027,0.123,0.046,0.084,0.87,0.41,0.215,0.448,0.218,0.015,0.33,0.655,0.345
Seq_8432,0.18,0.169,0.651,0.103,0.51,0.452,0.042,0.061,0.169,0.18,0.651,0.49,0.261,0.299,0.069,0.031,0.176,0.425,0.575
Seq_8433,0.168,0.127,0.705,0.208,0.448,0.39,0.048,0.059,0.127,0.168,0.705,0.454,0.265,0.374,0.152,0.026,0.232,0.521,0.479
Seq_8434,0.061,0.067,0.872,0.362,0.476,0.424,0.121,0.061,0.067,0.061,0.872,0.627,0.216,0.444,0.296,0.023,0.258,0.712,0.288
Seq_8435,0.151,0.181,0.669,0.204,0.408,0.328,0.017,0.117,0.181,0.151,0.669,0.428,0.224,0.334,0.087,0.04,0.147,0.391,0.609
Seq_8436,0.173,0.142,0.685,0.142,0.514,0.449,0.045,0.087,0.142,0.173,0.685,0.501,0.247,0.299,0.079,0.029,0.192,0.428,0.572
Seq_8437,0.124,0.135,0.742,0.112,0.588,0.517,0.026,0.064,0.135,0.124,0.742,0.528,0.191,0.315,0.071,0.049,0.262,0.528,0.472
Seq_8438,0.107,0.125,0.768,0.217,0.506,0.456,0.065,0.061,0.125,0.107,0.768,0.498,0.218,0.382,0.146,0.02,0.25,0.575,0.425
Seq_8439,0.17,0.109,0.721,0.129,0.537,0.463,0.02,0.088,0.109,0.17,0.721,0.517,0.245,0.286,0.082,0.014,0.218,0.503,0.497
Seq_8440,0.095,0.097,0.808,0.243,0.503,0.437,0.059,0.109,0.097,0.095,0.808,0.488,0.216,0.364,0.141,0.016,0.269,0.548,0.452
Seq_8441,0.134,0.134,0.732,0.124,0.589,0.533,0.061,0.068,0.134,0.134,0.732,0.521,0.214,0.328,0.066,0.024,0.273,0.55,0.45
Seq_8442,0.162,0.179,0.66,0.14,0.447,0.37,0.013,0.085,0.179,0.162,0.66,0.443,0.247,0.336,0.077,0.038,0.157,0.43,0.57
Seq_8443,0.136,0.139,0.726,0.208,0.456,0.394,0.026,0.084,0.139,0.136,0.726,0.468,0.224,0.359,0.113,0.019,0.203,0.468,0.532
Seq_8444,0.143,0.096,0.761,0.291,0.421,0.352,0.048,0.096,0.096,0.143,0.761,0.47,0.239,0.361,0.14,0.08,0.27,0.539,0.461
Seq_8445,0.136,0.144,0.72,0.155,0.526,0.471,0.044,0.053,0.144,0.136,0.72,0.507,0.219,0.346,0.094,0.028,0.216,0.471,0.529
Seq_8446,0.155,0.091,0.755,0.155,0.545,0.482,0.018,0.091,0.091,0.155,0.755,0.473,0.227,0.3,0.073,0.027,0.373,0.582,0.418
Seq_8447,0.128,0.147,0.724,0.215,0.462,0.356,0.019,0.147,0.147,0.128,0.724,0.455,0.196,0.343,0.109,0.026,0.186,0.41,0.59
Seq_8448,0.107,0.174,0.719,0.236,0.425,0.367,0.062,0.062,0.174,0.107,0.719,0.439,0.226,0.429,0.094,0.071,0.264,0.633,0.367
Seq_8449,0.131,0.108,0.761,0.286,0.423,0.296,0.047,0.127,0.108,0.131,0.761,0.469,0.23,0.362,0.155,0.075,0.207,0.469,0.531
Seq_8450,0.18,0.177,0.642,0.164,0.434,0.362,0.024,0.093,0.177,0.18,0.642,0.445,0.248,0.35,0.105,0.019,0.136,0.375,0.625
Seq_8451,0.133,0.083,0.784,0.271,0.457,0.393,0.053,0.083,0.083,0.133,0.784,0.474,0.241,0.382,0.197,0.03,0.288,0.596,0.404
Seq_8452,0.048,0.068,0.884,0.245,0.605,0.544,0.041,0.061,0.068,0.048,0.884,0.605,0.122,0.401,0.184,0.034,0.408,0.762,0.238
Seq_8453,0.161,0.133,0.706,0.148,0.506,0.4,0.048,0.103,0.133,0.161,0.706,0.512,0.261,0.306,0.094,0.039,0.145,0.458,0.542
Seq_8454,0.158,0.133,0.708,0.23,0.445,0.402,0.05,0.041,0.133,0.158,0.708,0.447,0.241,0.399,0.134,0.031,0.244,0.477,0.523
Seq_8455,0.142,0.119,0.739,0.236,0.483,0.425,0.083,0.067,0.119,0.142,0.739,0.494,0.244,0.372,0.111,0.044,0.211,0.469,0.531
Seq_8456,0.173,0.149,0.678,0.197,0.443,0.365,0.032,0.081,0.149,0.173,0.678,0.468,0.243,0.354,0.127,0.03,0.176,0.414,0.586
Seq_8457,0.138,0.108,0.754,0.254,0.462,0.362,0.031,0.1,0.108,0.138,0.754,0.492,0.208,0.392,0.162,0.023,0.185,0.523,0.477
Seq_8458,0.129,0.113,0.758,0.211,0.47,0.395,0.027,0.109,0.113,0.129,0.758,0.472,0.232,0.313,0.113,0.04,0.215,0.476,0.524
Seq_8459,0.135,0.11,0.755,0.182,0.517,0.459,0.039,0.06,0.11,0.135,0.755,0.487,0.229,0.329,0.082,0.04,0.273,0.543,0.457
Seq_8460,0.103,0.133,0.764,0.206,0.503,0.433,0.05,0.086,0.133,0.103,0.764,0.483,0.208,0.381,0.133,0.017,0.256,0.536,0.464
Seq_8461,0.145,0.132,0.723,0.268,0.434,0.366,0.034,0.094,0.132,0.145,0.723,0.443,0.2,0.404,0.162,0.026,0.217,0.43,0.57
Seq_8462,0.109,0.116,0.775,0.204,0.517,0.443,0.074,0.095,0.116,0.109,0.775,0.531,0.237,0.315,0.091,0.028,0.178,0.464,0.536
Seq_8463,0.134,0.124,0.742,0.185,0.534,0.45,0.05,0.081,0.124,0.134,0.742,0.527,0.208,0.336,0.091,0.037,0.208,0.456,0.544
Seq_8464,0.153,0.137,0.71,0.179,0.502,0.433,0.059,0.088,0.137,0.153,0.71,0.498,0.241,0.326,0.096,0.02,0.212,0.486,0.514
Seq_8465,0.099,0.118,0.783,0.232,0.469,0.364,0.05,0.138,0.118,0.099,0.783,0.469,0.232,0.361,0.14,0.013,0.179,0.51,0.49
Seq_8466,0.146,0.132,0.722,0.185,0.517,0.411,0.046,0.099,0.132,0.146,0.722,0.49,0.212,0.358,0.106,0.06,0.238,0.47,0.53
Seq_8467,0.163,0.142,0.695,0.24,0.427,0.394,0.1,0.041,0.142,0.163,0.695,0.441,0.292,0.406,0.166,0.017,0.243,0.553,0.447
Seq_8468,0.123,0.134,0.743,0.149,0.561,0.491,0.026,0.056,0.134,0.123,0.743,0.532,0.182,0.349,0.086,0.048,0.275,0.565,0.435
Seq_8469,0.131,0.084,0.785,0.215,0.529,0.45,0.058,0.079,0.084,0.131,0.785,0.529,0.23,0.319,0.089,0.042,0.251,0.503,0.497
Seq_8470,0.1,0.132,0.768,0.208,0.505,0.419,0.026,0.118,0.132,0.1,0.768,0.477,0.18,0.381,0.114,0.022,0.261,0.529,0.471
Seq_8471,0.134,0.075,0.791,0.265,0.498,0.407,0.071,0.083,0.075,0.134,0.791,0.51,0.233,0.399,0.202,0.036,0.292,0.597,0.403
Seq_8472,0.124,0.098,0.778,0.234,0.497,0.429,0.065,0.083,0.098,0.124,0.778,0.521,0.237,0.376,0.163,0.024,0.243,0.598,0.402
Seq_8473,0.235,0.126,0.639,0.186,0.404,0.333,0.033,0.077,0.126,0.235,0.639,0.443,0.317,0.29,0.087,0.044,0.104,0.393,0.607
Seq_8474,0.151,0.094,0.756,0.241,0.477,0.417,0.066,0.076,0.094,0.151,0.756,0.447,0.254,0.376,0.119,0.038,0.248,0.512,0.488
Seq_8475,0.128,0.144,0.728,0.188,0.505,0.437,0.052,0.08,0.144,0.128,0.728,0.482,0.214,0.375,0.111,0.035,0.214,0.503,0.497
Seq_8476,0.093,0.107,0.8,0.254,0.493,0.412,0.037,0.103,0.107,0.093,0.8,0.541,0.183,0.366,0.163,0.033,0.231,0.539,0.461
Seq_8477,0.134,0.131,0.735,0.235,0.463,0.389,0.067,0.117,0.131,0.134,0.735,0.45,0.238,0.349,0.094,0.03,0.198,0.477,0.523
Seq_8478,0.098,0.061,0.84,0.221,0.55,0.455,0.076,0.086,0.061,0.098,0.84,0.56,0.243,0.329,0.15,0.037,0.273,0.612,0.388
Seq_8479,0.155,0.134,0.711,0.171,0.497,0.396,0.07,0.096,0.134,0.155,0.711,0.471,0.267,0.332,0.091,0.043,0.16,0.422,0.578
Seq_8480,0.109,0.109,0.781,0.195,0.583,0.49,0.099,0.086,0.109,0.109,0.781,0.523,0.212,0.401,0.132,0.036,0.301,0.613,0.387
Seq_8481,0.124,0.134,0.742,0.245,0.44,0.342,0.023,0.138,0.134,0.124,0.742,0.453,0.205,0.393,0.134,0.023,0.154,0.446,0.554
